category_id,category_url,category,source_category_identifier,identifier_semantics,department,department_classification,parent_category,parent_status,discovery_status,enumeration_status,first_scan_product_count,final_scan_product_count,number_of_scroll_iterations,duplicate_count,new_products_last_iteration,completion_reason,unique_products_discovered
category:296af2e068220c22,https://www.zara.com/us/en/woman-shoes-heeled-l1271.html,Women's Heeled Shoes,1271,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:51df456251c4986a,https://www.zara.com/us/en/woman-dresses-evening-l1073.html,Women's Evening Dresses,1073,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a52d2bbd64d8cba2,https://www.zara.com/us/en/woman-fitted-dresses-l19135.html,Fitted Dresses Woman,19135,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8af8fa7edb568f6a,https://www.zara.com/us/en/woman-new-dresses-l19139.html,New Dresses Woman,19139,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a0d9fc95aa507977,https://www.zara.com/us/en/woman-strappy-dresses-l19134.html,Strappy Dresses Woman,19134,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:17ff82b2b8c2a189,https://www.zara.com/us/en/woman-black-formal-dresses-l18464.html,Black Formal Dresses Woman,18464,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:05d5443c091a1822,https://www.zara.com/us/en/woman-black-dresses-for-wedding-l18171.html,Black Dresses For Wedding Woman,18171,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1be0d2d3116b5929,https://www.zara.com/us/en/woman-holiday-dresses-l18899.html,Holiday Dresses Woman,18899,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2c19efd85b0bf4d3,https://www.zara.com/us/en/woman-white-formal-dresses-l18481.html,White Formal Dresses Woman,18481,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:c83be7fdd0bccc9c,https://www.zara.com/us/en/woman-long-formal-dresses-l18913.html,Long Formal Dresses Woman,18913,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:5a427b6511646d4a,https://www.zara.com/us/en/woman-casual-summer-dresses-l18902.html,Casual Summer Dresses Woman,18902,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2e465e9d9ec1c14e,https://www.zara.com/us/en/woman-khaki-dresses-l18774.html,Khaki Dresses Woman,18774,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:ce73194e6766579e,https://www.zara.com/us/en/woman-linen-shirt-dresses-l18630.html,Linen Shirt Dresses Woman,18630,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a843e7d16659b36f,https://www.zara.com/us/en/woman-black-dress-with-sleeves-l18486.html,Black Dress With Sleeves Woman,18486,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:bec2846b32bd8487,https://www.zara.com/us/en/woman-cocktail-dresses-for-wedding-l18777.html,Cocktail Dresses For Wedding Woman,18777,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:9732bfdef43bea16,https://www.zara.com/us/en/woman-white-dress-with-sleeves-l18484.html,White Dress With Sleeves Woman,18484,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3b758fa957e3e91f,https://www.zara.com/us/en/woman-cocktail-formal-dresses-l18889.html,Cocktail Formal Dresses Woman,18889,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e02a9f9a66c6eade,https://www.zara.com/us/en/woman-black-and-white-dress-l18415.html,Black And White Dress Woman,18415,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:4ebd25ce6a78b8e3,https://www.zara.com/us/en/woman-formal-wedding-guest-dresses-l18182.html,Formal Wedding Guest Dresses Woman,18182,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2f4cf2139637e8db,https://www.zara.com/us/en/woman-winter-wedding-guest-dresses-l18168.html,Winter Wedding Guest Dresses Woman,18168,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b36dbaff7ed69aca,https://www.zara.com/us/en/woman-black-and-white-polka-dot-dress-l18437.html,Black And White Polka Dot Dress Woman,18437,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:81699ec04f53458b,https://www.zara.com/us/en/woman-midi-dress-with-sleeves-l18919.html,Midi Dress With Sleeves Woman,18919,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:dcb8957038241b81,https://www.zara.com/us/en/woman-long-sleeve-mini-dress-l17962.html,Long Sleeve Mini Dress Woman,17962,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:4b3c553ddabd298a,https://www.zara.com/us/en/woman-elegant-white-dresses-l18782.html,Elegant White Dresses Woman,18782,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:70302df9bb9abf2e,https://www.zara.com/us/en/woman-floral-embroidered-dress-l18398.html,Floral Embroidered Dress Woman,18398,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:c5b061b3c0120724,https://www.zara.com/us/en/woman-black-formal-dresses-long-l18948.html,Black Formal Dresses Long Woman,18948,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:22267222c9bae0dd,https://www.zara.com/us/en/woman-summer-office-dresses-l18903.html,Summer Office Dresses Woman,18903,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:c84949c7164be3ee,https://www.zara.com/us/en/woman-a-line-mini-dress-l18079.html,A-line Mini Dress Woman,18079,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6caf9d515db5a43f,https://www.zara.com/us/en/woman-pink-formal-dress-l18468.html,Pink Formal Dress Woman,18468,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2f1300e24e2800c9,https://www.zara.com/us/en/woman-wrap-mini-dress-l18112.html,Wrap Mini Dress Woman,18112,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:947a7ae92da2416b,https://www.zara.com/us/en/woman-leopard-print-dress-l18880.html,Leopard Print Dress Woman,18880,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:c51885ff2147079a,https://www.zara.com/us/en/woman-magenta-dress-l18907.html,Magenta Dress Woman,18907,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2eba643c2ce3634e,https://www.zara.com/us/en/woman-midi-evening-dresses-l18920.html,Midi Evening Dresses Woman,18920,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1b94e03d927218b6,https://www.zara.com/us/en/woman-work-skirts-l18500.html,Work Skirts Woman,18500,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:61016650da4225c3,https://www.zara.com/us/en/woman-fall-wedding-guest-dresses-l18166.html,Fall Wedding Guest Dresses Woman,18166,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:874fe60bb778f455,https://www.zara.com/us/en/woman-puff-sleeve-mini-dress-l18130.html,Puff Sleeve Mini Dress Woman,18130,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:cc67222106799ade,https://www.zara.com/us/en/woman-long-sleeve-floral-dress-l18392.html,Long Sleeve Floral Dress Woman,18392,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:09223c427e44d765,https://www.zara.com/us/en/woman-sparkly-mini-dress-l18875.html,Sparkly Mini Dress Woman,18875,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:95a117eb2f61b23e,https://www.zara.com/us/en/woman-satin-mini-dress-l18113.html,Satin Mini Dress Woman,18113,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:39a92565b5feebb4,https://www.zara.com/us/en/woman-pink-satin-dress-l18411.html,Pink Satin Dress Woman,18411,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:80bdd96f168045fb,https://www.zara.com/us/en/woman-floral-mini-dress-l17960.html,Floral Mini Dress Woman,17960,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8ea5401b2cc312c4,https://www.zara.com/us/en/woman-strapless-mini-dress-l18121.html,Strapless Mini Dress Woman,18121,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:63bd10984674603f,https://www.zara.com/us/en/woman-cotton-mini-dress-l18122.html,Cotton Mini Dress Woman,18122,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b1f38b661b3e4b71,https://www.zara.com/us/en/woman-pink-floral-dress-l18395.html,Pink Floral Dress Woman,18395,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:37f1448bea452a16,https://www.zara.com/us/en/woman-knit-mini-dress-l18118.html,Knit Mini Dress Woman,18118,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:907ab0e77bf7e7bd,https://www.zara.com/us/en/woman-wool-skirt-l18220.html,Wool Skirt Woman,18220,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:c1093ae381054338,https://www.zara.com/us/en/woman-halter-mini-dress-l18109.html,Halter Mini Dress Woman,18109,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1aa0290ed2bc3f7f,https://www.zara.com/us/en/woman-white-a-line-dress-l18491.html,White A-line Dress Woman,18491,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2f944dcf76e6553a,https://www.zara.com/us/en/woman-dresses-long-black-l16975.html,Dresses Long Black Woman,16975,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6c51008f1f3d1e12,https://www.zara.com/us/en/woman-womens-tailored-blazer-l18190.html,Womens Tailored Blazer Woman,18190,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f505f7125c0f6f67,https://www.zara.com/us/en/woman-off-the-shoulder-mini-dress-l18114.html,Off The Shoulder Mini Dress Woman,18114,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3c31f1710ab955bd,https://www.zara.com/us/en/woman-long-sleeve-wedding-guest-dresses-l18170.html,Long Sleeve Wedding Guest Dresses Woman,18170,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d0037aeb52bcf32f,https://www.zara.com/us/en/woman-polka-dot-mini-dress-l18439.html,Polka Dot Mini Dress Woman,18439,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:acbf30a13a48182a,https://www.zara.com/us/en/woman-dark-blue-dress-l18900.html,Dark Blue Dress Woman,18900,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:bcc8bdd16b6180ce,https://www.zara.com/us/en/woman-floral-wedding-guest-dresses-l18183.html,Floral Wedding Guest Dresses Woman,18183,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:5271c49a33ca9e9e,https://www.zara.com/us/en/woman-long-sleeve-knit-dress-l18906.html,Long Sleeve Knit Dress Woman,18906,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3a22b9d9a9440208,https://www.zara.com/us/en/woman-fall-mini-dress-l18134.html,Fall Mini Dress Woman,18134,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3ffeca1be818ee93,https://www.zara.com/us/en/woman-black-satin-dress-l18410.html,Black Satin Dress Woman,18410,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3b77f8ccc46eb67d,https://www.zara.com/us/en/woman-brown-polka-dot-dress-l18438.html,Brown Polka Dot Dress Woman,18438,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3011d77f6c2da53f,https://www.zara.com/us/en/woman-pink-lace-dress-l18407.html,Pink Lace Dress Woman,18407,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a65fabbe347fa306,https://www.zara.com/us/en/woman-party-mini-dress-l18115.html,Party Mini Dress Woman,18115,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7ccb18bb176e1851,https://www.zara.com/us/en/woman-beige-mini-dress-l18133.html,Beige Mini Dress Woman,18133,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:39b177b05e7e9d63,https://www.zara.com/us/en/woman-pink-ruffle-dress-l18434.html,Pink Ruffle Dress Woman,18434,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:9b475912d5dc89be,https://www.zara.com/us/en/woman-denim-mini-dress-l17961.html,Denim Mini Dress Woman,17961,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8c0ca0a887c7c5e8,https://www.zara.com/us/en/woman-puff-sleeve-midi-dress-l18922.html,Puff Sleeve Midi Dress Woman,18922,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:28025d61221db0a6,https://www.zara.com/us/en/woman-lace-mini-dress-l18116.html,Lace Mini Dress Woman,18116,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:06e88d268d2d1391,https://www.zara.com/us/en/woman-knee-length-skirts-l18230.html,Knee Length Skirts Woman,18230,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1506f60df667dbb2,https://www.zara.com/us/en/woman-cheetah-print-dress-l18881.html,Cheetah Print Dress Woman,18881,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:344f1c87c35f2e65,https://www.zara.com/us/en/woman-striped-mini-dress-l18127.html,Striped Mini Dress Woman,18127,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d689bd3a6817f3c0,https://www.zara.com/us/en/woman-blue-and-white-dress-l18485.html,Blue And White Dress Woman,18485,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:28ed6ea20598397d,https://www.zara.com/us/en/woman-dresses-l1066.html?page=2,,1066,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a90746e9b12ca312,https://www.zara.com/us/en/man-jackets-wind-breaker-l1651.html,Men's Rain Jackets | ZARA United States,1651,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:d466f95da1e8eced,https://www.zara.com/us/en/man-jackets-l640.html,view all,640,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a5b3626926846f0b,https://www.zara.com/us/en/man-outerwear-padded-l722.html,puffers,722,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:61bfa8198472b8bf,https://www.zara.com/us/en/man-outerwear-leather-l4550.html,real leather,4550,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:97787d9f86820684,https://www.zara.com/us/en/man-jackets-faux-leather-l650.html,leather effect,650,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:28187e18bcbcb457,https://www.zara.com/us/en/man-outerwear-vests-l730.html,vests,730,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:5069281f29a1ff75,https://www.zara.com/us/en/man-jackets-denim-l648.html,denim,648,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:7d11bbc8108fb596,https://www.zara.com/us/en/man-outerwear-rain-l4547.html,water resistant,4547,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:37dc724bd80c1c40,https://www.zara.com/us/en/man-jackets-bombers-l645.html,bomber,645,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7646b21c5fe650c0,https://www.zara.com/us/en/man-overshirts-l3174.html,overshirts,3174,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:24daa9d3ba40a780,https://www.zara.com/us/en/man-jackets-with-hood-l1652.html,hooded jackets,1652,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:4432feb00c7edf95,https://www.zara.com/us/en/man-must-have-l5015.html,Men's Must Haves,5015,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:28572a343e2c429d,https://www.zara.com/us/en/man-outgarments-blazers-l17415.html,BLAZERS,17415,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:fed151a9d65b8ad3,https://www.zara.com/us/en/man-outerwear-trench-l728.html,TRENCH COATS,728,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8b8145fc7f2ad196,https://www.zara.com/us/en/man-event-5-l6055.html,BENITO ANTONIO,6055,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8c927193a3b40740,https://www.zara.com/us/en/man-jackets-shearling-l4543.html,Men's Shearling Jackets,4543,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:4fabffd358edf819,https://www.zara.com/us/en/man-event-9-l6657.html,ACTIVEWEAR,6657,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7ff51dc7957a0a2c,https://www.zara.com/us/en/man-jackets-red-l2499.html,Men´s Red Jackets,2499,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:734578e41a3f8fea,https://www.zara.com/us/en/man-jackets-winter-l4541.html,Men's Winter Jackets,4541,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:0c73b89bcddff9ce,https://www.zara.com/us/en/man-jackets-navy-l2494.html,Men´s Navy and Blue Jackets,2494,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7e50906a999ec3af,https://www.zara.com/us/en/man-jackets-white-l2495.html,Men´s White Jackets,2495,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d0f80555e2c06f52,https://www.zara.com/us/en/man-jackets-beige-l2497.html,Men´s Beige Jackets,2497,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1fd02aa46dd180cf,https://www.zara.com/us/en/woman-jackets-brown-l16768.html,Men´s Brown Jackets,16768,URL token; internal semantics NOT VERIFIED,WOMAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:37a4fc360fc57a38,https://www.zara.com/us/en/man-jackets-grey-l2498.html,Men´s Grey Jackets,2498,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:54cdda3c354f0d77,https://www.zara.com/us/en/man-jackets-biker-l1653.html,Men's Biker Jackets,1653,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d3dcf6c68807049d,https://www.zara.com/us/en/man-jackets-quilted-l2491.html,Men´s Quilted Jackets and Coats,2491,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:93bb337d27e06b4d,https://www.zara.com/us/en/man-jackets-faux-suede-l1447.html,Men's Suede Jackets,1447,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:5c7dd0615b3b0aa8,https://www.zara.com/us/en/man-jackets-green-l4542.html,Men's Green Jackets,4542,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:eb5bae8f1b82f340,https://www.zara.com/us/en/man-jackets-casual-l646.html,Men's Casual Jackets,646,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2b6d0cbeb1053c3c,https://www.zara.com/us/en/man-jackets-leather-l652.html,Men's Leather Jackets and Coats,652,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b4a263e99cecb697,https://www.zara.com/us/en/man-jackets-special-prices-l658.html,SPECIAL PRICES,658,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:c02c58555d24d51a,https://www.zara.com/us/en/man-jeans-l659.html,Men's Jeans,659,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:51722dd38abdd1cb,https://www.zara.com/us/en/man-outerwear-l715.html,Men's Coats,715,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:b8f2003d5b630a6d,https://www.zara.com/us/en/man-knitwear-l681.html,Men's Knitwear,681,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:31967ffd8526d619,https://www.zara.com/us/en/man-sweatshirts-l821.html,Men´s Sweatshirts,821,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:ef79297b7a465839,https://www.zara.com/us/en/man-suits-l808.html,Men's Suits,808,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:de8b8e048badf9de,https://www.zara.com/us/en/man-shoes-l769.html,Men´s Shoes,769,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:92d87157bfe4c137,https://www.zara.com/us/en/man-shoes-moccasins-l789.html,Men´s Loafers,789,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:d9d8e46557c98bec,https://www.zara.com/us/en/man-shoes-sneakers-l797.html,Men´s Sneakers,797,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:5d492e64a36987f3,https://www.zara.com/us/en/man-shoes-boots-l781.html,Men´s Boots,781,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
